signal_id,date,time,index,direction,direction_int,conviction_score,lot_size,close,vwap,vwap_distance,rsi,adx,ema_fast,ema_slow,pcr,iv_rank,pdh,pdl,weekly_high,weekly_low,dte,capital_before,capital_used,risk_amount,entry_premium,stop_loss,target,exit_premium,pnl,pnl_pct,exit_reason,trade_taken,outcome
CFA60912,2023-09-08,14:15:00,BANKNIFTY,CALL,1,65,1,45216.2,45030.28,185.92,73.74,26.9,45068.93,44984.59,1.0,50.0,44915.55,44341.2,45383.35,44207.25,5,99907.36,4778.7,955.74,318.58,254.86,477.87,254.86,-1056.94,-22.12,Stop-loss,1,0
89502BE5,2023-09-11,14:30:00,BANKNIFTY,CALL,1,68,1,45503.85,45395.17,108.68,68.02,31.62,45403.62,45354.31,1.0,50.0,45383.35,44812.15,45630.6,44207.25,2,98850.42,3034.05,606.81,202.27,161.82,303.41,209.5,7.58,0.25,Hard close (15:00),1,1
EF9C2297,2023-09-13,13:30:00,BANKNIFTY,CALL,1,65,1,45847.2,45580.12,267.08,79.41,30.11,45629.34,45550.46,1.0,50.0,45893.8,45322.95,45990.5,44341.2,7,98858.0,5717.55,1143.51,381.17,304.94,571.75,391.48,52.83,0.92,No-move (flat 30 min),1,1
75782F79,2023-09-20,13:45:00,BANKNIFTY,PUT,0,68,1,45334.35,45480.84,-146.49,24.01,25.56,45469.08,45565.01,1.0,50.0,46252.95,45908.9,46310.4,45281.5,7,98910.83,5649.45,1129.89,376.63,301.3,564.94,365.72,-265.26,-4.7,Max hold (60 min),1,0
0CBB29C5,2023-09-21,13:30:00,BANKNIFTY,PUT,0,65,1,44820.6,45037.67,-217.07,25.7,25.5,45013.02,45122.14,1.0,50.0,45745.15,45281.5,46310.4,44593.4,6,98645.57,5162.7,1032.54,344.18,275.34,516.27,368.28,259.88,5.03,Profit lock (14:00),1,1
03F17C2A,2023-10-10,13:30:00,BANKNIFTY,CALL,1,71,1,44435.9,44173.57,262.33,83.65,29.64,44214.22,44157.18,1.0,50.0,44113.2,43796.75,44500.7,43796.75,1,98905.45,2094.75,418.95,139.65,111.72,209.48,111.72,-519.44,-24.8,Stop-loss,1,0
690E858C,2023-10-18,13:45:00,BANKNIFTY,PUT,0,72,2,43931.45,44072.0,-140.55,28.86,26.86,44055.62,44173.39,1.0,50.0,44589.85,44336.95,44693.05,43861.45,7,98386.01,10956.0,2191.2,365.2,292.16,547.8,361.09,-286.44,-2.61,No-move (flat 30 min),1,0
4AF4ED67,2023-10-25,13:30:00,BANKNIFTY,PUT,0,69,1,42971.2,43178.84,-207.64,36.63,26.03,43122.17,43182.75,1.0,50.0,43831.3,43029.45,44412.5,42758.4,7,98099.57,5342.4,1068.48,356.16,284.93,534.24,284.93,-1169.72,-21.9,Stop-loss,1,0
95247D8E,2023-10-30,13:30:00,BANKNIFTY,CALL,1,67,1,42943.3,42752.21,191.09,72.46,27.48,42780.6,42659.38,1.0,50.0,42716.2,42105.4,43877.5,42105.4,2,96929.85,2858.7,571.74,190.58,152.46,285.87,191.58,-85.86,-3.0,Max hold (60 min),1,0
A942E1FE,2023-11-17,14:00:00,BANKNIFTY,PUT,0,65,1,43618.8,43710.51,-91.71,25.7,27.68,43708.71,43757.19,1.0,50.0,44420.95,44064.15,44420.95,43513.85,5,96843.99,4600.65,920.13,306.71,245.37,460.06,307.63,-87.59,-1.9,No-move (flat 30 min),1,0
6FBE1E40,2023-12-04,13:30:00,BANKNIFTY,CALL,1,72,2,46021.25,45801.99,219.26,87.7,26.91,45826.24,45751.24,1.0,50.0,44951.1,44531.75,46484.45,43739.8,2,96756.4,6134.7,1226.94,204.49,163.59,306.74,252.59,1280.68,20.88,Profit lock (14:00),1,1
5203253D,2023-12-19,14:15:00,BANKNIFTY,CALL,1,66,1,47979.5,47835.43,144.07,66.83,27.04,47872.22,47828.16,1.0,50.0,48076.6,47806.7,48219.95,46886.9,1,98037.08,2260.65,452.13,150.71,120.57,226.06,120.57,-552.63,-24.45,Stop-loss,1,0
4C75A74F,2023-12-20,14:15:00,BANKNIFTY,PUT,0,68,1,47586.45,47931.6,-345.15,16.32,31.22,47892.67,47996.6,1.0,50.0,48017.0,47646.05,48219.95,47202.65,7,97484.45,5937.3,1187.46,395.82,316.66,593.73,450.08,711.86,11.99,Profit lock (14:00),1,1
C9D639BC,2024-01-04,13:15:00,BANKNIFTY,CALL,1,65,1,48215.0,48035.87,179.13,87.38,27.17,48041.52,47949.77,1.0,50.0,47798.75,47481.35,48477.7,47481.35,6,98196.31,5554.05,1110.81,370.27,296.22,555.4,338.46,-578.71,-10.42,Max hold (60 min),1,0
0B3BE8B1,2024-01-05,14:15:00,BANKNIFTY,PUT,0,65,1,47905.0,48137.63,-232.63,20.4,35.17,48111.54,48191.19,1.0,50.0,48281.2,47738.15,48450.0,47481.35,5,97617.6,5044.65,1008.93,336.31,269.05,504.47,269.05,-1110.1,-22.01,Stop-loss,1,0
9AD213C1,2024-01-17,13:45:00,BANKNIFTY,PUT,0,65,1,46322.8,46576.86,-254.06,21.36,25.48,46526.98,46713.19,1.0,50.0,48305.4,48002.85,48305.4,45979.6,7,96507.5,5771.55,1154.31,384.77,307.82,577.15,485.58,1409.91,24.43,Max hold (60 min),1,1
C83D7AC4,2024-01-23,13:15:00,BANKNIFTY,PUT,0,65,1,45222.2,45660.56,-438.36,17.65,25.79,45669.44,46005.18,1.0,50.0,46183.7,45640.9,47212.75,44886.1,1,97917.41,2128.65,425.73,141.91,113.53,212.87,190.73,631.46,29.66,Profit lock (14:00),1,1
C10C312A,2024-02-08,14:30:00,BANKNIFTY,PUT,0,65,1,45296.7,45607.46,-310.76,24.16,26.28,45565.25,45771.04,1.0,50.0,46062.85,45620.5,46892.35,44893.75,6,98548.87,5210.4,1042.08,347.36,277.89,521.04,376.72,338.66,6.5,Profit lock (14:00),1,1
8A2CA23D,2024-02-12,13:30:00,BANKNIFTY,PUT,0,71,1,44750.5,45192.29,-441.79,9.89,30.07,45163.66,45358.79,1.0,50.0,45717.5,44859.15,46181.2,44633.85,2,98887.53,2984.25,596.85,198.95,159.16,298.42,159.16,-697.56,-23.37,Stop-loss,1,0
87F2369D,2024-02-14,14:30:00,BANKNIFTY,CALL,1,65,1,45815.35,45394.91,420.44,78.46,27.45,45440.61,45230.01,1.0,50.0,45750.4,44819.55,46181.2,44633.85,7,98189.97,5745.0,1149.0,383.0,306.4,574.5,306.4,-1250.37,-21.76,Stop-loss,1,0
29ADFB45,2024-02-20,13:45:00,BANKNIFTY,CALL,1,72,2,46972.8,46844.62,128.18,70.16,28.96,46826.96,46654.6,1.0,50.0,46717.4,46317.7,47136.75,44860.75,1,96939.6,4419.9,883.98,147.33,117.86,221.0,178.83,783.34,17.72,Max hold (60 min),1,1
71E54635,2024-02-28,13:30:00,BANKNIFTY,PUT,0,65,1,46159.85,46347.94,-188.09,39.19,28.14,46316.95,46462.52,1.0,50.0,46722.25,46324.9,47245.35,45852.55,7,97722.94,5758.95,1151.79,383.93,307.14,575.89,444.1,800.58,13.9,Max hold (60 min),1,1
CBDA2CDD,2024-03-01,13:15:00,BANKNIFTY,CALL,1,72,2,46993.55,46760.77,232.78,84.39,27.34,46775.86,46632.47,1.0,50.0,46329.65,45661.75,47342.25,45661.75,5,98523.52,9909.3,1981.86,330.31,264.25,495.47,376.29,1215.98,12.27,Profit lock (14:00),1,1
E6D1C7A3,2024-03-06,13:45:00,BANKNIFTY,CALL,1,72,2,48065.95,47969.12,96.83,65.87,28.31,47944.49,47781.68,1.0,50.0,47737.85,47196.75,48161.25,46218.0,7,99739.5,11989.8,2397.96,399.66,319.73,599.49,335.84,-2077.6,-17.33,Max hold (60 min),1,0
4B3F4970,2024-03-11,13:45:00,BANKNIFTY,PUT,0,65,1,47339.4,47511.17,-171.77,28.39,26.6,47486.23,47594.07,1.0,50.0,48071.7,47747.2,48161.25,47191.65,2,97661.9,3154.05,630.81,210.27,168.22,315.41,232.28,229.05,7.26,Profit lock (14:00),1,1
B9599D0E,2024-03-28,14:00:00,BANKNIFTY,CALL,1,65,1,47346.45,47244.5,101.95,67.36,25.02,47249.81,47167.8,1.0,50.0,46956.1,46643.45,47440.45,46529.05,6,97890.95,5470.35,1094.07,364.69,291.75,547.03,356.2,-228.94,-4.19,No-move (flat 30 min),1,0
741C226E,2024-04-03,13:45:00,BANKNIFTY,CALL,1,65,1,47636.9,47514.87,122.03,77.17,33.01,47516.14,47415.97,1.0,50.0,47707.35,47408.55,47707.35,46643.45,7,97662.01,5930.25,1186.05,395.35,316.28,593.03,404.34,33.09,0.56,No-move (flat 30 min),1,1
061B3FBB,2024-04-25,14:15:00,BANKNIFTY,CALL,1,68,1,48531.3,48240.83,290.47,74.07,26.93,48267.71,48162.47,1.0,50.0,48302.7,47899.3,48625.45,46579.05,6,97695.1,5604.3,1120.86,373.62,298.9,560.43,309.33,-1065.75,-19.02,Hard close (15:00),1,0
85ED3D22,2024-04-29,13:30:00,BANKNIFTY,CALL,1,68,1,49157.85,48781.17,376.68,85.85,28.43,48831.96,48703.49,1.0,50.0,48679.65,48088.25,49473.6,47628.45,2,96629.35,3286.65,657.33,219.11,175.29,328.67,220.67,-77.62,-2.36,No-move (flat 30 min),1,0
DB666BDC,2024-05-07,14:30:00,BANKNIFTY,PUT,0,68,1,48262.95,48436.54,-173.59,28.29,25.77,48443.6,48648.61,1.0,50.0,49252.65,48784.0,49974.75,48213.75,1,96551.73,2277.6,455.52,151.84,121.47,227.76,166.2,114.7,5.04,Hard close (15:00),1,1
E16FC59D,2024-05-23,13:15:00,BANKNIFTY,CALL,1,68,1,48539.1,48326.69,212.41,82.07,28.7,48318.16,48158.03,1.0,50.0,48114.05,47435.25,48829.7,47435.25,6,96666.43,5602.65,1120.53,373.51,298.81,560.26,383.8,52.57,0.94,No-move (flat 30 min),1,1
30CA5D0F,2024-05-27,14:15:00,BANKNIFTY,CALL,1,68,1,49612.95,49420.59,192.36,73.69,25.5,49463.35,49332.32,1.0,50.0,49052.95,48644.8,49688.85,47435.25,2,96719.0,3306.0,661.2,220.4,176.32,330.6,176.32,-761.98,-23.05,Stop-loss,1,0
0EC64F5D,2024-05-29,14:30:00,BANKNIFTY,PUT,0,65,1,48508.4,48655.11,-146.71,23.04,26.7,48639.36,48728.15,1.0,50.0,49511.15,49043.65,49688.85,47873.15,7,95957.02,6044.25,1208.85,402.95,322.36,604.42,421.2,171.85,2.84,Profit lock (14:00),1,1
9C7BB560,2024-06-25,13:30:00,BANKNIFTY,CALL,1,68,1,52551.15,52151.01,400.14,87.24,28.56,52180.06,52040.34,1.0,50.0,51783.95,51138.9,52746.5,50441.75,1,96128.87,2478.3,495.66,165.22,132.18,247.83,162.86,-136.18,-5.49,No-move (flat 30 min),1,0
80BAC570,2024-06-28,13:30:00,BANKNIFTY,PUT,0,66,1,52499.45,52785.88,-286.43,23.66,32.68,52739.4,52823.95,1.0,50.0,53180.75,52639.0,53180.75,51138.9,5,95992.69,5538.75,1107.75,369.25,295.4,553.88,391.73,235.47,4.25,Max hold (60 min),1,1
C3C6F8F6,2024-07-23,13:45:00,BANKNIFTY,PUT,0,65,1,51631.55,52037.47,-405.92,36.19,32.53,51969.98,52155.83,1.0,50.0,52427.0,51874.55,52782.75,51342.65,1,96228.16,2437.8,487.56,162.52,130.02,243.78,130.02,-588.08,-24.12,Stop-loss,1,0
D0C861F5,2024-07-26,14:00:00,BANKNIFTY,CALL,1,66,1,51238.85,50918.28,320.57,83.31,30.26,50977.11,50853.58,1.0,50.0,51006.1,50559.9,52547.55,50438.3,5,95640.08,5395.8,1079.16,359.72,287.78,539.58,360.09,-96.05,-1.78,No-move (flat 30 min),1,0
5DF7E278,2024-08-06,14:15:00,BANKNIFTY,PUT,0,68,1,49776.4,50153.44,-377.04,17.56,32.97,50125.97,50283.82,1.0,50.0,50747.55,49719.1,51877.15,49659.05,1,95544.03,2345.25,469.05,156.35,125.08,234.52,190.88,417.11,17.79,Profit lock (14:00),1,1
CE125E50,2024-08-12,13:45:00,BANKNIFTY,CALL,1,68,1,50773.65,50578.0,195.65,72.81,26.59,50595.96,50463.41,1.0,50.0,50707.75,50386.45,50830.7,49659.05,2,95961.14,3383.55,676.71,225.57,180.46,338.36,180.46,-777.45,-22.98,Stop-loss,1,0
7914204A,2024-08-13,13:30:00,BANKNIFTY,PUT,0,69,1,50088.8,50269.16,-180.36,25.35,27.83,50251.24,50331.87,1.0,50.0,50830.7,50149.25,50830.7,49782.2,1,95183.69,2357.55,471.51,157.17,125.74,235.75,191.94,420.7,17.84,Profit lock (14:00),1,1
332747C8,2024-08-16,14:00:00,BANKNIFTY,CALL,1,65,1,50545.7,50187.55,358.15,75.59,27.97,50285.49,50237.31,1.0,50.0,49959.25,49654.65,50830.7,49654.65,5,95604.39,5327.4,1065.48,355.16,284.13,532.74,284.13,-1166.72,-21.9,Stop-loss,1,0
46A9C7C7,2024-08-20,13:45:00,BANKNIFTY,CALL,1,69,1,50945.1,50840.16,104.94,72.7,26.34,50826.48,50663.85,1.0,50.0,50728.25,50283.55,51025.6,49654.65,1,94437.67,2400.3,480.06,160.02,128.02,240.03,129.86,-553.03,-23.04,Max hold (60 min),1,0
79083765,2024-09-23,14:00:00,BANKNIFTY,CALL,1,66,1,54050.25,53953.39,96.86,74.42,25.75,53962.81,53910.34,1.0,50.0,54066.1,53037.6,54197.95,52085.5,2,93884.64,3602.7,720.54,240.18,192.14,360.27,266.91,299.7,8.32,Profit lock (14:00),1,1
26545D36,2024-09-27,13:30:00,BANKNIFTY,PUT,0,69,1,53905.3,54181.25,-275.95,10.12,27.56,54138.76,54177.32,1.0,50.0,54467.35,54010.9,54467.35,53741.4,4,94184.34,5078.7,1015.74,338.58,270.86,507.87,331.51,-207.59,-4.09,No-move (flat 30 min),1,0
54A8CE47,2024-09-30,13:45:00,BANKNIFTY,PUT,0,72,2,53036.7,53188.33,-151.63,25.12,27.56,53189.33,53334.21,1.0,50.0,54338.7,53763.2,54467.35,52926.55,1,93976.75,5000.1,1000.02,166.67,133.34,250.0,186.8,442.27,8.85,Profit lock (14:00),1,1
15C58D7B,2024-10-03,13:30:00,BANKNIFTY,PUT,0,75,2,51956.4,52248.13,-291.73,13.51,30.4,52216.14,52323.8,1.0,50.0,53235.25,52817.8,54467.35,51683.4,6,94419.02,11972.7,2394.54,399.09,319.27,598.63,425.17,618.57,5.17,Profit lock (14:00),1,1
AB2AA8CA,2024-10-07,14:30:00,BANKNIFTY,PUT,0,65,1,50389.2,51119.55,-730.35,25.37,25.68,50968.82,51269.63,1.0,50.0,52358.35,51347.25,53726.4,50194.3,2,95037.59,3387.0,677.4,225.8,180.64,338.7,309.04,1147.17,33.87,Profit lock (14:00),1,1
8265EE8C,2024-10-10,14:30:00,BANKNIFTY,CALL,1,68,1,51613.2,51377.67,235.53,81.36,39.95,51413.79,51284.21,1.0,50.0,51707.15,50903.75,52358.35,50194.3,6,96184.76,5960.1,1192.02,397.34,317.87,596.01,320.49,-1254.23,-21.04,Hard close (15:00),1,0
1838F7D2,2024-10-14,14:15:00,BANKNIFTY,CALL,1,65,1,51782.05,51687.17,94.88,73.1,29.52,51676.75,51572.85,1.0,50.0,51560.0,51005.85,51893.0,50466.0,2,94930.53,3448.8,689.76,229.92,183.94,344.88,231.1,-83.34,-2.42,Hard close (15:00),1,0
A7C4AE9A,2024-10-18,13:45:00,BANKNIFTY,CALL,1,71,1,52121.85,51666.3,455.55,89.59,29.1,51685.58,51442.02,1.0,50.0,51930.2,51150.25,52199.45,51000.9,5,94847.19,5488.8,1097.76,365.92,292.74,548.88,368.66,-60.58,-1.1,No-move (flat 30 min),1,0
77A14CDE,2024-10-25,14:15:00,BANKNIFTY,PUT,0,68,1,50473.95,50672.19,-198.24,21.1,26.11,50720.95,51005.7,1.0,50.0,51781.55,51201.85,52257.3,50382.1,5,94786.61,5312.85,1062.57,354.19,283.35,531.28,283.35,-1163.87,-21.91,Stop-loss,1,0
F67550B1,2024-10-29,13:45:00,BANKNIFTY,CALL,1,65,1,51885.55,51604.45,281.1,69.74,25.92,51655.18,51524.99,1.0,50.0,51589.15,51012.55,52354.85,50382.1,1,93622.74,2447.55,489.51,163.17,130.54,244.75,244.75,1122.61,45.87,Target (+90%),1,1
2AB5EECE,2024-10-31,14:30:00,BANKNIFTY,PUT,0,65,1,51331.3,51624.92,-293.62,28.55,25.58,51544.5,51654.76,1.0,50.0,52220.0,51733.0,52354.85,50382.1,6,94745.35,5932.35,1186.47,395.49,316.39,593.24,355.95,-694.7,-11.71,Hard close (15:00),1,0
C0C7CEA8,2024-11-05,14:30:00,BANKNIFTY,CALL,1,68,1,52141.9,51303.42,838.48,80.44,25.79,51446.7,51293.54,1.0,50.0,51764.5,51066.8,52289.55,50865.45,1,94050.65,2457.45,491.49,163.83,131.06,245.75,170.12,-6.48,-0.26,Hard close (15:00),1,0
27E2BDB3,2024-11-12,13:45:00,BANKNIFTY,PUT,0,68,1,51179.5,51697.76,-518.26,19.39,28.17,51617.46,51763.74,1.0,50.0,52177.7,51294.2,52493.95,51006.85,1,94044.17,2412.9,482.58,160.86,128.69,241.29,180.89,199.6,8.27,Fast trail (peak +45%),1,1
F66DB7E5,2024-11-13,14:30:00,BANKNIFTY,PUT,0,65,1,50340.7,50793.08,-452.38,21.42,25.76,50753.22,50934.29,1.0,50.0,52169.05,51006.85,52377.25,49904.4,7,94243.77,6246.45,1249.29,416.43,333.14,624.64,437.4,212.52,3.4,Profit lock (14:00),1,1
